artist_id,artist_name,main_genre
49374,Simple Minds,Pop/Rock
49774,Blackstreet,R&B;
49797,Steven Tyler,Pop/Rock
49806,Blind Boy Fuller,Blues
50034,Gary Moore,Pop/Rock
50251,Blind Melon,Pop/Rock
50493,Soulfly,Pop/Rock
50520,Bettye Swann,R&B;
50581,Sin Bandera,Latin
50588,The Angels,Pop/Rock
50967,The Lost Trailers,Country
51066,Craig Armstrong,Pop/Rock
51230,Bent,Electronic
51233,Bob Brookmeyer,Jazz
51376,The Fall,Pop/Rock
51603,Charlotte Church,Classical
51736,The Manhattans,R&B;
51740,JosÃ© Carreras,Classical
51909,Carpenters,Pop/Rock
51992,Big Star,Pop/Rock
52062,Chayanne,Latin
52093,The Fixx,Pop/Rock
52151,Augustus Pablo,Reggae
52382,The Marshall Tucker Band,Pop/Rock
52736,Big Jay McNeely,Blues
52900,The Lovin' Spoonful,Folk
53204,Beth Carvalho,Latin
53221,Big Bad Voodoo Daddy,Pop/Rock
53428,Blue Magic,Unknown
53441,Eden Ahbez,Easy Listening
53606,Bloodstone,R&B;
53739,Bette Midler,Vocal
53916,The Fantastic Four,R&B;
54982,Aventura,Latin
55010,Big Black,Unknown
55128,Bo Diddley,Pop/Rock
55166,Axwell,Unknown
55304,The Flamingos,R&B;
55778,The Casualties,Pop/Rock
55939,Azymuth,Jazz
56193,Blue States,Electronic
56913,Babatunde Olatunji,International
57124,The Chambers Brothers,R&B;
57151,B*Witched,Pop/Rock
57188,Bob Andy,Reggae
57205,Bob Moses,Jazz
57209,The Free Design,Pop/Rock
57280,Bilal,R&B;
57488,The Four Aces,Vocal
57497,B-Movie,Pop/Rock
57577,Bleu Edmondson,Country
57636,The Flying Lizards,Electronic
57840,B.J. Thomas,Country
57923,Bill Anderson,Country
58035,The Chiffons,Unknown
58360,Betty Buckley,Vocal
58361,Betty Everett,R&B;
58372,Faces,Pop/Rock
58386,Bob Mould,Pop/Rock
58438,Betty Davis,R&B;
58549,Elvis Costello,Pop/Rock
58616,The Champs,Pop/Rock
58934,The Faint,Pop/Rock
58947,The Chords,Pop/Rock
59156,B.B. King,Blues
59293,The Mamas & the Papas,Pop/Rock
59503,Bernie Worrell,R&B;
59537,Blue Cheer,Pop/Rock
59655,The Mar-Keys,R&B;
59699,Bobby CapÃ³,Latin
59758,Bleeding Through,Pop/Rock
59819,Betty Wright,R&B;
59949,B.T. Express,R&B;
59989,The Explosion,Pop/Rock
60012,Autograph,Pop/Rock
60306,Harold Arlen,Stage & Screen
60476,The Friends of Distinction,R&B;
60679,Big Joe Williams,Blues
61041,The Coral,Pop/Rock
61044,Bobby Brown,R&B;
61045,Bobby Caldwell,Unknown
61172,The Cars,Pop/Rock
61226,Babyface,R&B;
61273,Baaba Maal,International
61479,The Five Satins,R&B;
61480,The Guess Who,Pop/Rock
61534,The Bobby Fuller Four,Pop/Rock
61582,Bobby Freeman,Unknown
61637,Beulah,Pop/Rock
61690,The Cascades,Unknown
61792,Babylon A.D.,Pop/Rock
61912,Bill Evans,Country
61938,Blue Ã–yster Cult,Pop/Rock
62002,Bachman-Turner Overdrive,Pop/Rock
62270,Bobby Rydell,Pop/Rock
62412,Avant,R&B;
62455,Avalon,Religious
62609,The Clientele,Pop/Rock
62729,Bobby Sherman,Pop/Rock
62823,Bad Religion,Pop/Rock
62860,Blue Rodeo,Pop/Rock
63340,The Receiving End of Sirens,Pop/Rock
64145,The Five Keys,R&B;
64149,The Hooters,Pop/Rock
64199,Jimmy Martin,Country
64303,Badfinger,Pop/Rock
64509,Bobby Womack,R&B;
64817,Big Walter Horton,Blues
64830,Bill Henderson,Vocal
64954,Michael Ball,Vocal
65040,Biffy Clyro,Pop/Rock
65093,The Florida Mass Choir,Unknown
65094,Svend Asmussen,Jazz
65397,Bobbie Gentry,Country
65590,The Flaming Lips,Pop/Rock
65620,Bobby "Boris" Pickett,Pop/Rock
65862,Bob Cranshaw,Unknown
65882,Bob James,Jazz
66228,Big Maybelle,Blues
66276,Dorival Caymmi,Latin
66395,The Congos,Reggae
66429,Bobby Bare,Country
66514,The Flys,Pop/Rock
66570,Keith Jarrett,Jazz
66800,Bola Sete,Jazz
66869,The Field Mice,Pop/Rock
66915,Bob Dylan,Pop/Rock
67131,Billy Crystal,Unknown
67406,The Chieftains,International
67528,Bob Dorough,Vocal
67529,BabasÃ³nicos,Latin
67539,Billy Gibbons,Pop/Rock
67561,Bob Newhart,Comedy/Spoken
67631,The Chemical Brothers,Electronic
67900,The Foundations,R&B;
68155,The Chantels,R&B;
68551,Kenny Chesney,Country
68738,The Chills,Pop/Rock
68780,Kenny Burrell,Jazz
68896,B2K,R&B;
68898,The Balfa Brothers,International
68934,Kenny G,Jazz
69060,Babes in Toyland,Pop/Rock
69153,Joan Baez,Folk
69348,Paul Desmond,Jazz
69402,Bob Marley & the Wailers,Reggae
69520,The Cookies,R&B;
69534,Bon Jovi,Pop/Rock
69761,The Irish Rovers,International
69805,Bill Keith,Country
69986,Kenny Rogers,Country
70027,The Innocence Mission,Pop/Rock
70534,Bill Cosby,Comedy/Spoken
70586,Gossip,Pop/Rock
70704,Big Mountain,Reggae
70715,Bobby Darin,Pop/Rock
70800,Billy Idol,Pop/Rock
71166,The Greenhornes,Pop/Rock
71209,Leonard Cohen,Pop/Rock
71336,The Four Freshmen,Vocal
71373,BBMak,Pop/Rock
71508,The Four Lads,Unknown
71636,Il Divo,Vocal
71970,The J.B.'s,R&B;
72041,Bob Seger,Pop/Rock
72109,Bill Callahan,Pop/Rock
72205,Billy Joe Shaver,Country
72716,The Kentucky Headhunters,Country
72861,Ikon,Electronic
72941,Circa Survive,Pop/Rock
72998,The Handsome Family,Pop/Rock
72999,The Happenings,Unknown
73383,The Gap Band,R&B;
73421,The Clean,Pop/Rock
73444,Bob Schneider,Pop/Rock
73553,Bill Fay,Pop/Rock
73605,The Gaylads,Reggae
73644,Bobby Charles,Pop/Rock
73682,Kelly Rowland,R&B;
73914,The Cleftones,R&B;
73969,Jon Foreman,Pop/Rock
74005,Bill Evans,Jazz
74134,Ian & Sylvia,Folk
74195,Natalie Cole,R&B;
74340,Jimmy Raney,Jazz
74397,Bill Frisell,Jazz
74452,Bobby Day,R&B;
74520,The Hives,Pop/Rock
74776,Bill Bruford,Pop/Rock
74853,The KLF,Electronic
74857,The Hondells,Pop/Rock
74952,Ken Elkinson,New Age
74970,Bob Wills,Country
75100,Bad Company,Pop/Rock
75171,The Clovers,R&B;
75264,Bad Brains,Pop/Rock
75295,Ken Boothe,Reggae
75308,The Jeff Healey Band,Pop/Rock
75329,Bob Sinclar,Electronic
75394,Bad Manners,Pop/Rock
75591,The Corrs,Pop/Rock
75665,The Gentrys,Pop/Rock
75747,The Clash,Pop/Rock
75801,The Highwaymen,Country
75825,The Coasters,R&B;
76057,King Crimson,Pop/Rock
76561,Billy Ray Cyrus,Country
76658,Jimmy McGriff,Jazz
76788,Cowboy Troy,Country
76881,Jimmy Reed,Blues
77175,Bob Weir,Pop/Rock
77264,Bad English,Pop/Rock
77306,Keith Hudson,Reggae
77536,Bill Medley,Unknown
77560,Bobby Short,Vocal
77578,Information Society,Pop/Rock
77662,King Pleasure,Vocal
77698,Bobby Hackett,Jazz
77732,Bobby Vee,Pop/Rock
77952,Youth Group,Pop/Rock
77963,The Commitments,Pop/Rock
78044,Bill Withers,R&B;
78137,Bill Holman,Unknown
78191,Body Count,Pop/Rock
78242,Ibrahim Ferrer,Latin
78467,The Communards,Pop/Rock
78532,Inner Circle,Reggae
78741,The Connells,Pop/Rock
78758,Bounty Killer,Reggae
78802,Bill Wyman,Unknown
78886,The Housemartins,Pop/Rock
79016,Billie Holiday,Vocal
79044,The Lightning Seeds,Pop/Rock
79392,Keith Green,Religious
79925,Ryan Adams & the Cardinals,Unknown
79959,Insane Clown Posse,Pop/Rock
79960,Boston,Pop/Rock
80118,Kevin Ayers,Pop/Rock
80149,The Litter,Unknown
80340,The Living End,Pop/Rock
80358,Kesha,Pop/Rock
80428,The Lettermen,Vocal
80443,The Headhunters,Jazz
80494,Billy Gilman,Pop/Rock
80537,Billy Fury,Pop/Rock
80609,Boys Don't Cry,Pop/Rock
80649,The Libertines,Pop/Rock
80657,Billy Ward & the Dominoes,R&B;
80720,The House of Love,Pop/Rock
80780,Sheryl Crow,Pop/Rock
81017,Kitaro,New Age
81079,Keith Washington,R&B;
81083,Bill Monroe,Country
81194,Bobby "Blue" Bland,Blues
81231,Bobby Hutcherson,Jazz
81248,Biosphere,Electronic
81403,Boney M.,Pop/Rock
81433,Bonnie Owens,Unknown
81493,Killing Joke,Pop/Rock
81561,Keith Whitley,Country
81619,Keith Urban,Country
81683,Black Uhuru,Reggae
81739,Billy Currington,Country
81796,Kenny Clarke,Jazz
81832,Kenny Loggins,Pop/Rock
81836,Alex de Grassi,New Age
81841,Kenny Drew,Jazz
81849,Boney James,Jazz
81919,The Imperials,Unknown
82013,The Impressions,R&B;
82037,Ike Quebec,Jazz
82149,Kenny Lattimore,R&B;
82584,Billy Eckstine,Vocal
82639,Paco de LucÃ­a,Latin
82742,Iris DeMent,Country
82831,The Ink Spots,Vocal
82955,The Intruders,R&B;
82993,Black Strobe,Unknown
83013,The Jackson 5,R&B;
83095,Kirk Franklin,Religious
83106,Charlie Walker,Country
83194,Boyzone,Pop/Rock
83554,Billy Bragg,Pop/Rock
83859,Kevin Coyne,Pop/Rock
84053,The Jam,Pop/Rock
84209,Kiss,Pop/Rock
84258,Kirsty MacColl,Pop/Rock
84387,Kele,Pop/Rock
84446,India.Arie,R&B;
84777,Keller Williams,Pop/Rock
84814,Billy Squier,Pop/Rock
84886,Kleeer,R&B;
85038,Iron and Wine,Pop/Rock
85271,Bongzilla,Pop/Rock
85397,Kelis,R&B;
85410,Billy Joe Royal,Country
85445,Bobby Marchan,R&B;
85448,The Heptones,Reggae
85776,James Gang,Pop/Rock
85806,Billy Thorpe,Pop/Rock
85915,Billy Joel,Pop/Rock
86250,Wolfmother,Pop/Rock
86312,The Judds,Country
86750,The Jazz Crusaders,Jazz
86822,Kenyon Hopkins,Unknown
86826,Irene Cara,Pop/Rock
86828,Children of Bodom,Pop/Rock
86927,Kelly Clarkson,Pop/Rock
87113,The Jordanaires,Country
87179,The Knack,Pop/Rock
87597,Ian Hunter,Pop/Rock
87697,Kem,R&B;
87741,Ill NiÃ±o,Pop/Rock
87922,The Juliana Theory,Pop/Rock
87985,The Hollies,Pop/Rock
88035,Kelly Price,R&B;
88180,Kid Rock,Pop/Rock
88587,Kindred the Family Soul,R&B;
89018,The Jayhawks,Pop/Rock
89021,Jimmy Page,Pop/Rock
89058,Billy Ocean,R&B;
89071,King,Pop/Rock
89305,The Jesus Lizard,Pop/Rock
89306,The Jets,Pop/Rock
89710,Billy Paul,R&B;
89713,Billy Lee Riley,Pop/Rock
89828,Collin Walcott,Jazz
89870,Amanda Palmer,Pop/Rock
89873,Chris Knight,Country
90011,Ini Kamoze,Reggae
90018,The Last Poets,Jazz
90079,Chely Wright,Country
90124,Black Box,Electronic
90169,King Floyd,R&B;
90174,Hawk Nelson,Pop/Rock
90188,Ian Dury,Pop/Rock
90376,The Lawrence Arms,Unknown
90389,Idris Muhammad,Jazz
90803,King Curtis,R&B;
90945,Colosseum,Pop/Rock
91122,Inner City,Electronic
91312,Patrick Doyle,Stage & Screen
91438,The Gun Club,Pop/Rock
91549,Chevelle,Pop/Rock
91650,Black Flag,Pop/Rock
91651,Black Grape,Pop/Rock
91763,Black Ivory,R&B;
91852,King Radio,International
91879,Ismael Miranda,Latin
92107,Keyshia Cole,R&B;
92208,Kidz Bop Kids,Unknown
92303,King Missile,Pop/Rock
92507,The Bottle Rockets,Pop/Rock
92942,Chic,R&B;
93322,King Tubby,Reggae
93533,The Limeliters,Folk
93565,Black Label Society,Pop/Rock
93566,Inspiral Carpets,Pop/Rock
93632,Robert Palmer,Pop/Rock
93849,Black Oak Arkansas,Pop/Rock
